Geneid	Start	End	gene_name	4GC00A11	4GC00A12	4GC00A13	4GC02A11	4GC02A12	4GC02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M_plus	Log2fold	Obs_log(1/p)	GalNAc_gene	YmN
gene-b1520	1608108	1609022	yneE	38.44398927	59.26126742	55.88239996	50.66130301	59.81415855	55.8995494	429.1094847	0.120398341	0.162459019	0.741099769	0.45863295	1	51.19588555	55.45833699	0.115376485	0.241019825	FALSE	TRUE
gene-b0460	480090	480308	hha	324.6169374	475.9392352	433.7012234	419.3296634	425.3029478	524.3830707	1798.090682	0.151185939	0.204216005	0.740323656	0.45910363	1	411.419132	456.3385606	0.149495682	0.326850987	FALSE	TRUE
gene-b3783	3966417	3967676	rho	298.9607565	352.6954711	502.8449687	426.8605986	331.9502882	517.5055687	6560.913691	0.145307004	0.196320633	0.740151464	0.459208095	1	384.8337321	425.4388185	0.144716414	0.191616962	FALSE	TRUE
gene-b3424	3560622	3561452	glpG	65.55043131	55.53634139	62.90616045	52.16398972	54.98433314	94.08178183	480.0012908	0.131266856	0.177384657	0.740012455	0.459292437	1	61.33097772	67.07670156	0.129195797	0.155129632	FALSE	TRUE
gene-b4226	4449122	4449652	ppa	394.3420546	351.9628231	267.6342412	275.1058053	286.0417666	376.7432395	3575.363952	-0.113350468	0.153503084	-0.738424698	0.460256411	1	337.9797063	312.6302705	-0.112479149	0.198040935	FALSE	FALSE
gene-b3613	3786838	3788097	envC	21.24966161	26.68168016	27.65874039	23.56533004	22.71448551	36.38845127	714.2505756	0.136378087	0.184736592	0.738229959	0.46037472	1	25.19669405	27.55608894	0.129136683	0.18563104	FALSE	TRUE
gene-b4615	3769345	3769680	yibV	1.373900535	1.793123667	2.975581702	2.610084023	1.494374046	3.540150035	123.8642198	0.397682846	0.53874794	0.738161238	0.460416475	1	2.047535301	2.548202701	0.315591718	0.262234228	FALSE	TRUE
gene-b0826	864380	865129	moeB	196.7161778	222.8408023	256.8998218	153.8487927	215.0703128	148.9386176	1804.399216	-0.385390496	0.522373565	-0.737767991	0.460655447	1	225.4856006	172.619241	-0.385442023	0.896557455	FALSE	FALSE
gene-b4341	4571751	4571915	yjiS	0	0.730290366	0.865623768	0	2.282316725	0.655366618	2.077209192	1.024458107	1.389523772	0.737272818	0.460956459	1	0.531971378	0.979227781	0.880295863	0.241772201	FALSE	TRUE
gene-b0106	114522	115724	hofC	10.66777234	15.82599322	16.74042972	16.45459454	15.33876203	14.92143946	319.9866345	0.12561727	0.170526908	0.736641924	0.461340133	1	14.41139843	15.57159868	0.111706732	0.234371083	FALSE	TRUE
gene-b2342	2459159	2460469	fadI	107.3968931	79.78046243	68.52689759	109.6115835	94.40887568	95.68052684	949.9845546	0.22828532	0.310360821	0.735548123	0.462005743	1	85.23475104	99.90032867	0.229047673	0.513041972	FALSE	TRUE
gene-b0201	223771	225312	rrsH	23.47071171	10.23685231	12.2265147	14.78709081	26.13119441	14.09548242	430.6673429	0.254856629	0.346944273	0.734575112	0.4625983	1	15.31135957	18.33792255	0.260227816	0.206190724	FALSE	TRUE
gene-b3863	4046966	4049752	polA	78.18070818	86.3417033	84.76404107	79.20719999	83.18950289	74.5735255	2248.060598	-0.072772106	0.099158673	-0.733895519	0.463012418	1	83.09548418	78.99007613	-0.073098663	0.509764146	FALSE	FALSE
gene-b3247	3396326	3397795	rng	57.97075173	59.2652988	62.37790865	53.43747535	58.66485542	57.89294706	1062.525199	-0.077913443	0.106286078	-0.733054078	0.463525447	1	59.87131973	56.66509261	-0.079404806	0.69974834	FALSE	FALSE
gene-b1254	1312351	1312890	yciB	156.0995257	197.036398	181.7088559	176.7896912	191.3130863	196.4461438	894.7711853	0.080686622	0.110079335	0.732986093	0.463566912	1	178.2815932	188.1829738	0.077978345	0.302466778	FALSE	TRUE
gene-b3773	3956927	3957820	ilvY	22.4102541	24.80046478	29.71587632	30.41010647	28.36301881	27.69913609	244.4048788	0.172163829	0.235058268	0.732430435	0.463905888	1	25.6421984	28.82408712	0.168754963	0.622063847	FALSE	TRUE
gene-b1476	1551338	1551991	fdnI	7.482085851	6.264417361	6.988522162	6.321671396	7.677518037	4.464309302	73.18196596	-0.185380193	0.253159509	-0.732266363	0.464006006	1	6.911675125	6.154499578	-0.167393851	0.310202946	FALSE	FALSE
gene-b3962	4159390	4160790	sthA	225.7739281	229.7287072	213.5792262	227.317639	208.0475867	289.9821865	2922.445588	0.116649239	0.159340331	0.732076041	0.464122157	1	223.0272872	241.7824707	0.11648942	0.302620103	FALSE	TRUE
gene-b1177	1226600	1226968	ycgJ	62.05115653	65.63707316	70.05922446	66.5465325	61.91325318	53.3351207	222.1035265	-0.120478498	0.165017927	-0.730093393	0.465333099	1	65.91581805	60.59830213	-0.121347343	0.517514062	FALSE	FALSE
gene-b3279	3429236	3429790	yrdA	196.9623807	126.1428576	133.0487126	188.2646552	174.6075102	139.1148491	1363.141097	0.134944305	0.184893905	0.72984723	0.465483571	1	152.051317	167.3290048	0.138129232	0.221679598	FALSE	TRUE
gene-b4620	4239777	4240055	yjbT	52.28504058	86.81032256	84.46812573	79.03222161	95.83276143	74.41582243	184.3962822	0.163412553	0.223976879	0.729595633	0.465637392	1	74.52116296	83.09360182	0.157087206	0.265433075	FALSE	TRUE
gene-b2155	2244778	2246769	cirA	7.415752287	7.440383023	7.456879445	7.106975774	9.389350183	7.925593287	183.6895967	0.129837535	0.177980656	0.729503631	0.465693647	1	7.437671585	8.140639748	0.13029113	0.453691341	FALSE	TRUE
gene-b2886	3028524	3029012	ygfS	3.02089541	4.18908891	6.133714428	3.074454801	4.363938933	3.317039631	146.3844165	-0.27156945	0.372322637	-0.7293928	0.465761421	1	4.447899583	3.585144455	-0.311092968	0.363692063	FALSE	FALSE
gene-b1679	1758874	1759290	sufE	368.8616528	574.749026	495.2738004	527.2745279	564.7228771	481.2937005	1445.217604	0.129464493	0.177612434	0.728915708	0.466053225	1	479.6281597	524.4303685	0.128834867	0.278797201	FALSE	TRUE
gene-b3071	3216779	3217402	nfeR	35.80596164	35.53143512	41.20036202	39.75358743	30.77835776	25.99410865	433.0771061	-0.221522764	0.304054668	-0.728562286	0.466269455	1	37.51258626	32.17535128	-0.221418832	0.52991537	FALSE	FALSE
gene-b4466	3114550	3119112	yghJ	8.619532194	10.53663516	9.139985346	9.719602833	10.81136884	9.716316395	389.1580319	0.097289049	0.133769662	0.727287841	0.467049645	1	9.4320509	10.08242936	0.096199888	0.406601873	FALSE	TRUE
gene-b0394	410144	411052	mak	45.29972247	31.28438598	35.19631953	44.65569497	50.54239349	29.02646869	378.6833049	0.146419874	0.201526359	0.726554453	0.467498938	1	37.26014266	41.40818572	0.152282795	0.209839724	FALSE	TRUE
gene-b2776	2901896	2903374	ygcE	12.23523917	7.984310494	7.822218835	11.35095364	10.77889272	9.943493515	184.18955	0.183720851	0.25286864	0.7265466	0.467503751	1	9.347256166	10.69111329	0.193797255	0.37535408	FALSE	TRUE
gene-b3543	3704771	3705790	dppB	8.599000997	11.69538542	10.22199832	10.19468113	10.21448613	13.14588334	83.53170068	0.148579692	0.204617364	0.726134328	0.467756426	1	10.17212825	11.18501687	0.136945876	0.311742852	FALSE	TRUE
gene-b3342	3474178	3474552	rpsL	758.7975718	554.2903879	618.920994	614.3928984	503.113899	647.6595066	3305.751263	-0.13063716	0.180055931	-0.72553656	0.468122925	1	644.0029846	588.388768	-0.130297668	0.303694917	FALSE	FALSE
gene-b1877	1961972	1962460	yecT	9.251492193	11.82801575	7.009959346	8.198546135	11.55160306	12.6047506	152.2404415	0.200310371	0.276186239	0.725272815	0.46828468	1	9.363155763	10.7849666	0.203954945	0.300192456	FALSE	TRUE
gene-b3639	3812731	3813951	dfp	47.86439919	58.62060507	41.6435218	51.61168604	49.45019572	62.96833316	1329.974652	0.147063464	0.202834022	0.725043374	0.468425422	1	49.37617535	54.67673831	0.147112092	0.337087774	FALSE	TRUE
gene-b4593	1222990	1223163	ymgI	4.775488757	5.540133812	2.462550374	5.760185431	2.885687814	8.700556825	14.4882352	0.431141041	0.595166756	0.724403768	0.468817887	1	4.259390981	5.782143357	0.440957213	0.326612803	FALSE	TRUE
gene-b2648	2783065	2783304	pinH	2.692845049	11.04564179	7.736512425	7.83025207	7.322432827	9.912420098	85.26326394	0.284315757	0.392502912	0.724365981	0.468841079	1	7.158333088	8.355034998	0.223022196	0.177936333	FALSE	TRUE
gene-b1586	1657565	1657870	ynfD	310.4691939	590.6760315	449.0211133	476.1612108	524.6717976	496.8578487	1893.712388	0.150570202	0.208122729	0.723468327	0.469392206	1	450.0554462	499.2302857	0.149602707	0.235466529	FALSE	TRUE
gene-b0478	501562	503238	ybaL	30.44504599	30.03466104	34.15265152	35.6353511	29.34212797	34.94897832	509.1316403	0.082069109	0.113467172	0.723285045	0.469504779	1	31.54411952	33.30881913	0.078533126	0.300666003	FALSE	TRUE
gene-b1954	2025227	2025313	dsrA	84.8975779	198.0597838	154.3198234	141.1245431	200.5553031	171.5252631	97.24853036	0.237480325	0.328389495	0.723166632	0.469577517	1	145.7590617	171.0683698	0.230987456	0.273224557	FALSE	TRUE
gene-b1328	1391991	1392890	pgrR	19.18331521	28.1161791	27.61339819	21.99430804	22.59493558	23.90995878	317.2352053	-0.117700991	0.163032351	-0.721948684	0.470326028	1	24.97096417	22.83306747	-0.129126838	0.293244646	FALSE	FALSE
gene-b1012	1072863	1074011	rutA	6.588983037	6.502063051	7.085458256	4.797647918	8.193695816	4.893860385	102.1833014	-0.17649965	0.24452552	-0.721804621	0.470414608	1	6.725501448	5.961734706	-0.17390966	0.270417484	FALSE	FALSE
gene-b3406	3536812	3537288	greB	77.22876367	60.88049562	73.65968288	68.55164076	73.42169843	55.76798957	370.1361565	-0.103451649	0.143338396	-0.721730203	0.470460369	1	70.58964739	65.91377625	-0.098876589	0.257052063	FALSE	FALSE
gene-b3530	3685700	3689173	bcsC	18.70972529	22.51097981	19.40552074	21.85438229	24.78751009	18.80075911	745.5212238	0.109886266	0.152262628	0.721689012	0.470485699	1	20.20874195	21.81421716	0.110289189	0.314707545	FALSE	TRUE
gene-b2225	2327367	2328143	yfaP	8.317668105	9.459938913	9.742445108	9.674442712	8.40080545	6.680184832	92.96134102	-0.151298551	0.209799581	-0.721157545	0.470812589	1	9.173350709	8.251810998	-0.152738019	0.402057468	FALSE	FALSE
gene-b2920	3064802	3066280	scpC	15.60617241	19.55341346	22.30780927	17.78880795	18.33260493	16.74308834	356.8462915	-0.112515133	0.156035288	-0.721087739	0.470855534	1	19.15579838	17.62150041	-0.120444386	0.313583096	FALSE	FALSE
gene-b2095	2175059	2176321	gatZ	7.23696396	8.300331122	7.802950591	10.71312397	8.547393596	6.592583438	133.9952422	0.144772124	0.200779789	0.721049289	0.47087919	1	7.780081891	8.617700335	0.147517591	0.273312961	FALSE	TRUE
gene-b0003	2801	3733	thrB	47.20209787	36.93719441	38.57731647	35.04730187	37.80622186	30.5978241	418.6289956	-0.247558778	0.343381405	-0.720944042	0.470943944	1	40.90553625	34.48378261	-0.246378078	0.775971617	FALSE	FALSE
gene-b1095	1151939	1153180	fabF	110.5385946	123.9906035	135.4680288	118.7273003	103.797633	181.8800666	2691.880808	0.129720478	0.179962969	0.720817614	0.471021737	1	123.332409	134.8016666	0.128286376	0.173850455	FALSE	TRUE
gene-b3270	3421325	3422428	yhdY	7.192070628	8.404292665	7.115521461	7.035878672	9.209892221	9.501035074	116.0437477	0.183274555	0.254260913	0.720812935	0.471024616	1	7.570628251	8.582268656	0.180946036	0.50078237	FALSE	TRUE
gene-b0367	386971	387798	tauC	1.226554681	0.873173264	1.37997992	1.815710625	0.909618985	1.697779463	60.67459872	0.357383166	0.495821201	0.720790409	0.471038477	1	1.159902622	1.474369691	0.346094628	0.416240929	FALSE	TRUE
gene-b4263	4488561	4490063	yjgR	67.93924435	47.54175707	42.28770802	60.26637122	67.06488235	47.3407543	712.419621	0.14353569	0.19917325	0.720657469	0.471120286	1	52.58956981	58.22400262	0.146837326	0.226528301	FALSE	TRUE
gene-b2189	2286211	2286287	proL	7.194242803	6.25963171	1.854908074	3.25413073	3.260452465	4.213071116	10.14006402	-0.576089027	0.799593035	-0.720477795	0.471230867	1	5.102927529	3.57588477	-0.513024905	0.383022049	FALSE	FALSE
gene-b1735	1818605	1819447	chbR	17.41382258	18.29624263	17.1122421	16.34785723	16.23071028	24.62872415	188.7598236	0.122106351	0.169569048	0.720098109	0.471464592	1	17.60743577	19.06909722	0.115051724	0.200976742	FALSE	TRUE
gene-b1961	2030899	2032317	dcm	22.64234557	20.88970117	20.533401	17.04004115	18.31161094	24.15711836	437.8595198	-0.104982879	0.145804654	-0.720024194	0.471510099	1	21.35514925	19.83625682	-0.106444172	0.265358033	FALSE	FALSE
gene-b2943	3088284	3089678	galP	191.2705915	142.7835455	253.711534	301.0409169	176.3682746	185.6519737	1724.375117	0.174102939	0.242027204	0.71935277	0.471923589	1	195.9218903	221.0203884	0.173900861	0.186612234	FALSE	TRUE
gene-b4599	1622646	1622741	mgtS	4124.861577	3346.327387	3149.653231	3297.841163	3276.78869	2788.994564	2803.813412	-0.182041335	0.253091659	-0.719270383	0.47197434	1	3540.280732	3121.208139	-0.181759198	0.542947836	FALSE	FALSE
gene-b2048	2121609	2122979	cpsG	4.511925434	6.328117834	4.479650352	4.477693379	4.028596992	5.126773872	73.23638601	-0.161352627	0.224333444	-0.719253553	0.471984709	1	5.10656454	4.544354748	-0.168277578	0.336935168	FALSE	FALSE
gene-b4463	2897964	2899418	ygcU	3.172718762	3.229840898	4.417358403	2.497070076	4.313657041	2.526877476	65.9685134	-0.205038507	0.285099898	-0.71918127	0.472029238	1	3.606639354	3.112534864	-0.212565171	0.273396352	FALSE	FALSE
gene-b2541	2671225	2672037	hcaB	1.362747099	1.037497384	3.162241808	2.003311723	2.007203516	2.394143734	35.77131807	0.275462053	0.383032297	0.719161427	0.472041463	1	1.854162097	2.134886324	0.203391878	0.156054355	FALSE	TRUE
gene-b0728	763014	764180	sucC	120.6489519	121.117437	78.32893734	119.4868285	135.7460188	107.4868643	880.0094622	0.179380388	0.249445988	0.719115143	0.472069978	1	106.6984421	120.9065705	0.180353537	0.361874319	FALSE	TRUE
gene-b2076	2158386	2161463	mdtC	7.828822699	5.872217857	6.310785364	5.657725992	6.932963412	5.972395593	234.3417396	-0.116986627	0.16327578	-0.716497122	0.473684444	1	6.67060864	6.187694999	-0.108416316	0.274445397	FALSE	FALSE
gene-b3809	3994762	3995586	dapF	21.71062606	19.86389796	17.65872486	20.80474247	17.04129822	16.1220188	161.4674509	-0.141793983	0.197919711	-0.716421735	0.473730978	1	19.74441629	17.98935316	-0.134301405	0.401668967	FALSE	FALSE
gene-b2242	2354265	2355524	glpB	1655.20209	1254.134601	1649.775851	1532.541907	1340.553145	1023.854301	11264.27982	-0.226424784	0.316052025	-0.716416181	0.473734407	1	1519.704181	1298.983118	-0.226407841	0.481866608	FALSE	FALSE
gene-b3590	3758017	3759861	selB	84.97005144	65.57176264	82.44538569	79.65212512	75.79270773	61.54052389	1233.698829	-0.103563693	0.144565258	-0.716380231	0.473756599	1	77.66239992	72.32845225	-0.10265301	0.258579001	FALSE	FALSE
gene-b1238	1293527	1294144	tdk	8.96370058	9.944002316	14.09790165	11.75804842	9.952821319	14.69802804	126.8031599	0.167911067	0.234664606	0.7155364	0.474277657	1	11.00186818	12.13629926	0.141580043	0.209784069	FALSE	TRUE
gene-b3145	3291341	3292432	yraK	45.82486708	50.53850089	61.73514564	52.4311384	52.76289902	42.18472489	547.0831609	-0.098255078	0.137330792	-0.715462838	0.474323096	1	52.69950454	49.1262541	-0.101295161	0.240455563	FALSE	FALSE
gene-b0920	972622	973401	elyC	73.38742551	67.20075773	80.20337141	58.14464101	80.94909258	64.88129518	572.3993184	-0.113764155	0.159015104	-0.715429865	0.474343464	1	73.59718488	67.99167626	-0.114292446	0.293414574	FALSE	FALSE
gene-b3552	3716547	3717206	yiaD	9.232611597	21.36099321	15.58122782	12.9080519	14.64486565	26.05082307	210.4864297	0.227386475	0.318341043	0.714285763	0.475050494	1	15.39161088	17.86791354	0.215226948	0.173368519	FALSE	TRUE
gene-b3115	3262452	3263660	tdcD	38.64103778	33.28891818	38.04019089	33.57487736	23.04969993	29.15812273	2423.924802	-0.358365072	0.502097429	-0.713736123	0.475390365	1	36.65671562	28.59423334	-0.358353304	1.086248366	FALSE	FALSE
gene-b3078	3226234	3227667	ygjI	1.995892326	1.680584525	2.091622284	2.009437072	2.626096651	2.036023907	93.97103224	0.207188411	0.290303479	0.713695927	0.475415226	1	1.922699712	2.223852543	0.209927671	0.565693016	FALSE	TRUE
gene-b4178	4406190	4406615	nsrR	99.26141107	115.4064494	108.6296869	115.8730259	101.3648649	87.06683978	413.1703653	-0.087408493	0.122700932	-0.712370244	0.476235537	1	107.7658491	101.4349102	-0.087345801	0.26493803	FALSE	FALSE
gene-b4217	4439587	4439793	ytfK	3570.389171	1976.282154	2087.909618	2473.603108	2442.63018	1811.661286	2738.405004	-0.182762052	0.256569585	-0.712329375	0.476260838	1	2544.860314	2242.631525	-0.182393872	0.210173535	FALSE	FALSE
gene-b0408	427647	429494	secD	54.70622131	52.35921108	39.10764522	47.7950451	41.8424733	46.75338641	1314.583511	-0.102540592	0.144010884	-0.712033627	0.476443953	1	48.7243592	45.46363494	-0.099930176	0.248723218	FALSE	FALSE
gene-b4703	4332116	4332205	pmrR	31.80121772	5.355462685	14.28279217	5.56817925	9.76324377	24.03010933	12.188544	-0.402286735	0.565347708	-0.711574009	0.476728606	1	17.14649086	13.12051078	-0.386089464	0.157670193	FALSE	FALSE
gene-b0596	628551	629297	entA	3.707876143	5.161891745	4.588848889	4.696054789	5.545388028	5.211349011	42.63597432	0.212471574	0.299313352	0.709863331	0.477788891	1	4.486205592	5.150930609	0.199337368	0.608687474	FALSE	TRUE
gene-b1705	1789613	1789804	ydiE	19.71547268	38.28319029	25.29244446	29.36344526	33.34322091	31.53951849	72.67174171	0.19047701	0.26847849	0.70946842	0.478033842	1	27.76370248	31.41539489	0.178271741	0.258653323	FALSE	TRUE
gene-b4426	1405659	1405751	mcaS	133.0290273	146.4114395	167.4004673	148.1854155	126.8771771	129.064942	141.6696251	-0.138456411	0.195375224	-0.708669236	0.47852976	1	148.946978	134.7091782	-0.144950703	0.517450757	FALSE	FALSE
gene-b2746	2871301	2871780	ispF	47.50948051	45.68879103	46.41907455	41.23932757	53.61066892	56.99641556	189.1087362	0.122478773	0.172855474	0.708561726	0.478596495	1	46.53911536	50.61547068	0.121134626	0.351483643	FALSE	TRUE
gene-b4492	1465392	1467909	ydbA	1.416184857	1.530321475	1.436995419	1.281149605	1.88405001	1.658683944	119.1571338	0.140182381	0.19812829	0.707533388	0.479235072	1	1.46116725	1.607961186	0.138111259	0.338153441	FALSE	TRUE
gene-b4241	4466299	4467246	treR	44.0204688	61.26581521	65.23680389	64.75651501	59.3209748	59.20075985	664.6708374	0.10889817	0.153954979	0.707337762	0.479356604	1	56.8410293	61.09274989	0.1040685	0.248893293	FALSE	TRUE
gene-b3101	3250562	3250954	yqjF	47.22022725	57.02954539	56.33162306	51.64379991	56.85465838	64.38601812	328.8458257	0.114378086	0.161841129	0.70673065	0.479733879	1	53.5271319	57.6281588	0.106503575	0.350009871	FALSE	TRUE
gene-b4359	4597150	4599441	opgB	55.95155981	60.30152847	41.25309082	50.99912867	48.96226588	73.31699587	1434.356691	0.137338254	0.194409445	0.706438178	0.479915686	1	52.5020597	57.75946347	0.137683319	0.210026694	FALSE	TRUE
gene-b3507	3654683	3655213	dctR	87.6315677	99.16683023	119.1577576	125.7559127	112.2891233	91.84389243	575.7065524	0.11116993	0.15759499	0.705415378	0.480551777	1	101.9853852	109.9629761	0.108655435	0.232033347	FALSE	TRUE
gene-b3208	3349081	3349809	mtgA	127.4075071	176.036042	191.2209212	156.0465049	164.7870245	133.5006074	946.2281346	-0.12123642	0.172190163	-0.704084472	0.48138017	1	164.8881568	151.4447123	-0.122696573	0.248966854	FALSE	FALSE
gene-b0113	122092	122856	pdhR	904.6752488	1137.405766	1190.419384	1027.492842	987.9746343	942.2629928	5934.546891	-0.128012273	0.181869588	-0.703868494	0.481514674	1	1077.500133	985.9101564	-0.128159959	0.429669414	FALSE	FALSE
gene-b4499	2197410	2200269	yehH	9.781403195	13.271623	12.68471752	12.74743134	14.17669812	11.30507416	326.4912187	0.101706593	0.14455243	0.70359656	0.481684054	1	11.91258124	12.74306787	0.097226593	0.240634376	FALSE	TRUE
gene-b0873	912162	913814	hcp	47.92244858	41.98838258	49.07819692	45.55094005	39.56429871	32.2509362	949.6677955	-0.244185965	0.348027096	-0.701629177	0.482910451	1	46.32967603	39.12205832	-0.243954317	0.747245495	FALSE	FALSE
gene-b0911	961995	963668	rpsA	263.6864758	221.1287818	191.717049	200.1251521	188.0661703	237.9755988	7086.71125	-0.111992935	0.159626653	-0.701592956	0.482933045	1	225.5107689	208.7223071	-0.111611533	0.259781695	FALSE	FALSE
gene-b0229	248358	250070	lfhA	8.569674512	8.863243849	11.17276212	9.800385545	11.57812746	9.532083647	201.3549433	0.119292165	0.170440861	0.699903559	0.483987535	1	9.535226827	10.30353222	0.111799838	0.298813018	FALSE	TRUE
gene-b1885	1969383	1970984	tap	3.112116269	3.083904074	3.83370826	4.61408112	3.682764504	2.970013512	87.25615186	0.171164582	0.24461388	0.699733729	0.484093608	1	3.343242868	3.755619712	0.167802823	0.314952983	FALSE	TRUE
gene-b3891	4080299	4081228	fdhE	69.29422467	75.92664033	68.49597104	75.70927593	75.7213791	74.41582243	529.2075263	0.079474384	0.113601312	0.699590366	0.484183161	1	71.23894535	75.28215915	0.079641848	0.778328398	FALSE	TRUE
gene-b3156	3300255	3300758	yhbS	211.3974957	187.9193603	190.1538402	199.8578624	188.5401922	156.8393743	738.6242429	-0.113914636	0.162940613	-0.699117512	0.484478595	1	196.4902321	181.7458096	-0.112535493	0.422352224	FALSE	FALSE
gene-b4717	1958441	1958520	micL	4.616305798	1.50622388	1.785349021	0	3.138185497	1.35169365	3.806564539	-0.890138562	1.27342448	-0.699011662	0.484544743	1	2.635959566	1.496626382	-0.816614129	0.351542372	FALSE	FALSE
gene-b2422	2539717	2540814	cysA	7.65180014	5.267668215	5.073122901	6.846122028	8.34562992	6.007527332	91.18586835	0.223335209	0.319529966	0.698949183	0.484583789	1	5.997530419	7.066426427	0.236612242	0.424547143	FALSE	TRUE
gene-b2615	2750831	2751709	nadK	95.05703635	116.9336946	120.2419363	122.7184898	116.8161883	114.2865438	925.9580023	0.092929399	0.133191443	0.697712984	0.485356706	1	110.7442224	117.9404073	0.090826647	0.362321266	FALSE	TRUE
gene-b2905	3049573	3050667	gcvT	441.2260866	386.6937509	443.4839577	420.9314684	410.6294229	372.4996125	3961.161591	-0.078677173	0.112904579	-0.696846604	0.485898797	1	423.8012651	401.3535013	-0.078514411	0.401020967	FALSE	FALSE
gene-b2492	2613934	2614782	focB	39.91011138	56.62976002	62.91830708	50.91047282	50.27010926	46.10724157	400.6260414	-0.108289257	0.155487269	-0.696450954	0.486146463	1	53.15272616	49.09594122	-0.114539927	0.225660606	FALSE	FALSE
gene-b3107	3255043	3255207	yhaL	46.44283409	28.48132428	25.10308927	34.92766984	28.14857295	56.36152915	58.27170935	0.246041544	0.353347922	0.696315242	0.48623143	1	33.34241588	39.81259065	0.255866111	0.236098768	FALSE	TRUE
gene-b0496	520416	522830	ybbP	10.32217446	11.77536516	12.0649673	8.715411	11.12334073	10.7463843	384.8645064	-0.157183687	0.225768645	-0.696215754	0.486293723	1	11.38750231	10.19504534	-0.159583154	0.575961659	FALSE	FALSE
gene-b4176	4404386	4404583	yjeT	23.78096926	17.04010854	23.80465361	12.0222052	15.21544484	27.30694242	59.54129094	-0.232093958	0.333443099	-0.696052665	0.486395848	1	21.54191047	18.18153082	-0.244672528	0.258699316	FALSE	FALSE
gene-b3225	3372683	3373576	nanA	6.816021984	5.795760792	3.834306622	4.484439664	6.739727243	3.023923154	180.1648478	-0.232521356	0.334290551	-0.695566642	0.486700263	1	5.482029799	4.749363354	-0.206976036	0.203329803	FALSE	FALSE
gene-b2197	2294901	2295380	ccmE	35.96871601	34.64314925	41.95570199	41.76134437	31.38185497	29.51197802	135.5971262	-0.131734167	0.189411863	-0.695490583	0.486747911	1	37.52252242	34.21839245	-0.13298483	0.303916181	FALSE	FALSE
gene-b3196	3340275	3341252	yrbG	41.06529698	32.8966688	34.61167427	33.81900281	35.55326719	33.94437222	365.6920542	-0.07923789	0.113931342	-0.695488072	0.486749484	1	36.19121335	34.43888074	-0.07160122	0.276101344	FALSE	FALSE
gene-b4581	658031	658818	ybeM	46.28022311	38.84069701	34.43820447	50.87676472	47.63032811	35.40476768	351.5880969	0.159201512	0.229016409	0.695153297	0.486959237	1	39.85304153	44.63728684	0.163559506	0.338362481	FALSE	TRUE
gene-b3976	4175388	4175463	thrU	92.32611597	66.5909505	60.13807229	62.64201656	59.46035679	71.14177104	53.99207104	-0.195628196	0.281598628	-0.694705787	0.487239701	1	73.01837959	64.4147148	-0.18086936	0.341171632	FALSE	FALSE
gene-b4353	4588876	4589079	yjiX	145.277859	108.0937138	103.6202569	124.6698957	105.8368442	80.0414671	140.4083761	-0.2053669	0.295756229	-0.694378951	0.487444591	1	118.9972766	103.516069	-0.201073818	0.347357428	FALSE	FALSE
gene-b3594	3766337	3767179	yibA	19.49471962	34.73427311	28.29449931	27.19688975	35.58843814	31.170729	327.3226696	0.19057045	0.274454718	0.694360262	0.487456308	1	27.50783068	31.31868563	0.187181297	0.308470501	FALSE	TRUE
gene-b0704	735650	736219	ybfC	9.070635955	9.301593085	10.02301205	9.011658523	9.910059466	6.450187241	60.70121232	-0.166766552	0.240229353	-0.694197234	0.487558527	1	9.465080363	8.457301743	-0.162417303	0.396007644	FALSE	FALSE
gene-b0601	634747	635376	ybdM	18.61177258	18.17031983	18.13687894	20.28408155	19.92498729	19.91066201	156.5597092	0.129219615	0.186282255	0.693676459	0.487885132	1	18.30632378	20.03991028	0.130533947	3.046390248	FALSE	TRUE
gene-b1243	1301182	1302813	oppA	264.3627083	259.0114398	214.0668483	262.2366772	268.8225077	255.2315656	3498.835184	0.092022452	0.132680298	0.69356531	0.487954855	1	245.8136655	262.0969168	0.092535261	0.422971452	FALSE	TRUE
gene-b0919	971752	972645	ycbJ	461.7338529	405.8380406	438.0695316	437.5131447	427.9726799	338.9213071	2640.658372	-0.116706866	0.168502008	-0.692614099	0.48855176	1	435.2138084	401.4690439	-0.116435581	0.404977754	FALSE	FALSE
gene-b2605	2743625	2744107	yfiB	77.98976256	137.4624195	110.5955336	105.3112162	101.357544	156.9419873	624.4304003	0.160397131	0.231620794	0.69249884	0.488624114	1	108.6825719	121.2035825	0.157311731	0.193470663	FALSE	TRUE
gene-b1435	1506781	1508742	rlhA	14.07008597	16.88936053	13.6858559	11.30238219	13.43565656	16.42424904	798.7522466	-0.114203285	0.164959686	-0.692310274	0.488742499	1	14.88176747	13.7207626	-0.117185213	0.257071538	FALSE	FALSE
gene-b3066	3211107	3212852	dnaG	199.2996169	201.658015	184.7928265	197.254185	212.0162436	221.9688449	5394.641178	0.107828205	0.156008012	0.691170944	0.489458121	1	195.2501528	210.4130912	0.107900789	0.78535649	FALSE	TRUE
gene-b0858	897989	898477	ybjO	26.43283484	42.1373061	36.80228657	41.50513981	34.65480917	38.25652375	138.2990513	0.128298926	0.185642021	0.691109296	0.489496859	1	35.1241425	38.13882424	0.118797364	0.236344717	FALSE	TRUE
