Geneid	Start	end	gene_names	5GA00A11	5GA00A12	5GA00A13	5GA02A11	5GA02A12	5GA02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M_plus	Log2fold	Obs_log(1/p)	GalNAc_gene	YmN	Rank	Exp_log(1/p)
a4-8-110_08670	1730310	1730750	"RP-L15, MRPL15, rplO"	7930.404801	7813.282696	7446.808711	8582.120065	9474.99987	7850.793321	24324.4867	0.159855195	0.173829539	0.91960892	0.357777163	0.731923408	7730.165403	8635.971085	0.159859129	0.856205574	FALSE	TRUE	1193	0.28828559
a4-8-110_10030	1968127	1968456	inference=ab initio prediction:Prodigal:2.6.3	69.58271494	74.23630309	66.95980802	76.11838	72.20818179	76.34557615	187.5865266	0.092770975	0.174479485	0.531701334	0.594932868	0.859579692	70.25960868	74.89071265	0.092091277	0.855462317	FALSE	TRUE	1194	0.287921707
a4-8-110_06450	1321900	1322226	inference=ab initio prediction:Prodigal:2.6.3	30.49748003	40.79404741	35.05551524	26.52303472	33.2730102	21.07862108	149.0508199	-0.398316213	0.22951924	-1.735437138	0.082663407	0.341799255	35.44901423	26.958222	-0.395020161	0.854711613	FALSE	FALSE	1195	0.287558129
a4-8-110_11040	2177623	2177982	inference=ab initio prediction:Prodigal:2.6.3	216.0280882	199.0227829	239.025185	187.5065957	206.3155785	187.7228881	851.5869782	-0.170173937	0.144752427	-1.175620617	0.239746513	0.611946553	218.025352	193.8483541	-0.169567416	0.853626762	FALSE	FALSE	1196	0.287194854
a4-8-110_06430	1317211	1318131	"pyrB, PYR2"	154.505094	140.9217761	161.967238	130.4161954	131.2182115	148.64654	1111.717135	-0.156794621	0.111099449	-1.411299719	0.158156257	0.503909114	152.4647027	136.7603156	-0.156825624	0.852091882	FALSE	FALSE	1197	0.286831883
a4-8-110_10055	1972433	1973743	"mnmE, trmE, MSS1"	442.0325387	412.6385149	433.5095981	420.5889572	409.1308534	401.8737602	4209.342012	-0.064813083	0.174114302	-0.372244451	0.709710853	0.90398334	429.3935506	410.5311903	-0.064808687	0.851498192	FALSE	FALSE	1198	0.286469216
a4-8-110_08605	1724920	1725303	"RP-L22, MRPL22, rplV"	3093.764324	2793.295827	3124.243517	3397.278593	3809.17318	3087.152962	7859.465687	0.191928962	0.259863134	0.73857711	0.460163828	0.801183844	3003.767889	3431.201578	0.191940549	0.847324178	FALSE	TRUE	1199	0.286106851
a4-8-110_05255	1079396	1080574	inference=ab initio prediction:Prodigal:2.6.3	91.97826605	95.56736951	89.10412928	90.35709927	85.19102498	88.02949032	839.2064459	-0.069705534	0.16280053	-0.428165274	0.668530797	0.889621396	92.21658828	87.85920486	-0.069832849	0.845473068	FALSE	FALSE	1200	0.285744788
a4-8-110_00270	58888	59742	gene=HipB	1533.368154	1263.756648	1348.305356	1569.720288	1683.127065	1455.915107	34710.83636	0.183821124	0.234187943	0.784929925	0.432494655	0.776856027	1381.810053	1569.587487	0.183826132	0.845239196	FALSE	TRUE	1201	0.285383026
a4-8-110_06400	1309118	1310068	inference=ab initio prediction:Prodigal:2.6.3	97.37478414	88.66107025	92.06874476	98.34013828	107.2227677	95.88827447	841.5127978	0.116088001	0.142134984	0.816744742	0.414074316	0.764940427	92.70153305	100.4837268	0.116296775	0.845073523	FALSE	TRUE	1202	0.285021566
a4-8-110_06970	1427326	1427571	inference=ab initio prediction:Prodigal:2.6.3	12.94533329	13.64181981	8.890443169	9.978178041	5.482903817	9.017655106	46.9264281	-0.522323766	0.328269651	-1.591142415	0.111577529	0.414855629	11.82586542	8.159578988	-0.535379144	0.844511646	FALSE	FALSE	1203	0.284660406
a4-8-110_02185	462512	463858	cshB	693.3272258	622.2842196	698.391047	625.3510112	640.3185004	598.8161966	8884.917623	-0.111301475	0.195516277	-0.569269609	0.569173188	0.850298421	671.3341641	621.4952361	-0.11128773	0.844438095	FALSE	FALSE	1204	0.284299547
a4-8-110_10875	2145914	2147767	gene=EAL	73.90482178	67.47071901	68.90713535	63.85926307	66.97896376	67.26136785	1367.884776	-0.086086924	0.142504578	-0.604099362	0.545777584	0.847175312	70.09422538	66.03319823	-0.086104072	0.843988125	FALSE	FALSE	1205	0.283938987
a4-8-110_07330	1487285	1488796	nirA	400.3968877	407.5006461	383.6114306	364.8396733	364.852437	394.9275408	7813.18291	-0.083277304	0.099055697	-0.84071191	0.400509347	0.756658786	397.1696548	374.873217	-0.083352645	0.843134809	FALSE	FALSE	1206	0.283578726
a4-8-110_11670	2293673	2294650	gene=MviM	696.9099488	737.5746989	602.552748	635.8282776	553.1252041	594.6041033	8702.87743	-0.191555686	0.100481391	-1.906379722	0.056600958	0.273468084	679.0124652	594.519195	-0.191714669	0.842060372	FALSE	FALSE	1207	0.283218764
a4-8-110_10915	2153459	2155000	clsA_B	192.6078957	195.5424822	178.0724871	202.9608004	198.0914124	196.4222227	2681.076085	0.077602725	0.107779398	0.720014461	0.471516092	0.80502347	188.740955	199.1581452	0.077506976	0.84144417	FALSE	TRUE	1208	0.2828591
a4-8-110_09070	1779442	1780962	product=16S ribosomal RNA	0.275489809	0.220636928	0.297496976	0.484148284	0.827662535	0.312530735	11.09082023	1.016647677	0.637301307	1.595238652	0.110658878	NA	0.264541238	0.541447185	1.033327985	0.838985893	FALSE	TRUE	1209	0.282499733
a4-8-110_09715	1903977	1905167	"ME2, sfcA, maeA"	368.7798175	348.9024276	320.3416714	327.6277371	306.8290061	320.5648216	4379.779796	-0.120156914	0.141676493	-0.848107629	0.396378033	0.756658786	346.0079722	318.3405216	-0.120234469	0.837567918	FALSE	FALSE	1210	0.282140663
a4-8-110_08235	1655284	1656324	K09963	14.73211523	13.94256887	15.7206147	18.15625826	14.77065847	18.11327265	142.3328849	0.201923663	0.185141062	1.090647648	0.275427955	0.651535198	14.79843293	17.01339646	0.20122677	0.832557085	FALSE	TRUE	1211	0.281781891
a4-8-110_04075	822813	824072	ycaJ	240.9032437	237.0428595	217.9268057	222.4104209	218.5189559	214.980591	2493.754675	-0.085241346	0.112477464	-0.757852669	0.448539188	0.789143049	231.9576363	218.6366559	-0.085326043	0.832510342	FALSE	FALSE	1212	0.281423414
a4-8-110_05600	1152072	1152581	gene=RimL	15.11758427	13.98286531	19.3714281	13.63684332	11.63665704	13.67046203	84.85516331	-0.316889601	0.210578917	-1.504849611	0.132362746	0.450318864	16.15729256	12.9813208	-0.31574829	0.830747112	FALSE	FALSE	1213	0.281065233
a4-8-110_11280	2222352	2222891	gene=YotD	8162.664768	8344.974016	7106.373072	7070.248702	5995.97365	7434.824037	46626.70184	-0.203930164	0.150423068	-1.355710705	0.175191232	0.528548762	7871.337285	6833.68213	-0.203945618	0.83051633	FALSE	FALSE	1214	0.280707347
a4-8-110_03525	715631	716515	inference=ab initio prediction:Prodigal:2.6.3	18.55998186	20.57140184	23.60462024	24.77745092	23.06412919	23.27559405	367.5980039	0.18003019	0.195631691	0.920250645	0.357441794	0.731923408	20.91200131	23.70572472	0.180904362	0.829016879	FALSE	TRUE	1215	0.280349756
a4-8-110_04465	897039	897758	gene=Mrp	857.827053	853.4208793	887.5983425	745.4807683	828.1347465	847.7239918	4644.96698	-0.102106627	0.087872428	-1.16198708	0.245240713	0.613935935	866.2820916	807.1131689	-0.102065919	0.828156546	FALSE	FALSE	1216	0.279992459
a4-8-110_02570	529672	531054	"gatA, QRSL1"	1350.377538	1362.677238	1320.616181	1421.722264	1369.730072	1362.490281	14196.61868	0.042393131	0.115496909	0.367049914	0.713581787	0.906527584	1344.556986	1384.647539	0.042387885	0.827836605	FALSE	TRUE	1217	0.279635456
a4-8-110_02335	488603	489016	TC.BAT1	59.31056021	64.84807099	65.76084425	58.69771691	46.69738855	59.70695865	378.5754836	-0.201635658	0.292898091	-0.688415747	0.49119101	0.812957299	63.30649182	55.03402137	-0.202029698	0.826450603	FALSE	FALSE	1218	0.279278745
a4-8-110_10930	2156002	2156196	inference=ab initio prediction:Prodigal:2.6.3	5.157169215	1.290726028	3.48071462	3.776356613	7.378020316	8.125799107	8.426570919	0.955296878	0.588265449	1.623921444	0.104392575	NA	3.309536621	6.426725345	0.957454583	0.826441664	FALSE	TRUE	1219	0.278922328
a4-8-110_01805	378565	379404	gene=COG1912	1128.26123	1033.433624	1009.939016	1010.00306	996.9302921	922.1403502	6093.090234	-0.114780177	0.125244798	-0.916446667	0.359432668	0.732128534	1057.21129	976.3579008	-0.114781742	0.826163113	FALSE	FALSE	1220	0.278566203
a4-8-110_01200	235888	236724	inference=ab initio prediction:Prodigal:2.6.3	234.4910005	241.8684874	228.9495142	312.7187225	255.5779954	247.9970588	1955.718264	0.210855169	0.261848767	0.805255537	0.420672234	0.766886059	235.1030007	272.0979256	0.210833005	0.825509998	FALSE	TRUE	1221	0.27821037
a4-8-110_06685	1370307	1370912	inference=ab initio prediction:Prodigal:2.6.3	233.5725339	220.8185165	230.726578	221.1598947	210.8511283	223.6907791	1823.157676	-0.063188162	0.102626063	-0.615712624	0.538084204	0.841658221	228.3725428	218.5672674	-0.063311847	0.824604282	FALSE	FALSE	1222	0.277854828
a4-8-110_05955	1227242	1228012	inference=ab initio prediction:Prodigal:2.6.3	33.15203622	27.20401811	25.52975509	17.40422027	26.47438954	23.22334414	248.5439196	-0.356520702	0.232862244	-1.531036961	0.125760258	0.441179476	28.62860314	22.36731798	-0.356065003	0.824297203	FALSE	FALSE	1223	0.277499577
a4-8-110_00105	22637	22918	inference=ab initio prediction:Prodigal:2.6.3	9.806851034	10.41277204	10.16237011	14.21713453	9.884781208	13.48536873	41.86085955	0.311901166	0.272574378	1.144279106	0.252507905	0.625743496	10.12733106	12.52909482	0.30702817	0.82408274	FALSE	TRUE	1224	0.277144616
a4-8-110_02095	444507	445916	gene=YfcC	1170.521965	1266.550089	1123.423272	1055.259557	925.9170217	1157.887473	13770.60715	-0.181705765	0.138888243	-1.308287587	0.190775784	0.54776714	1186.831775	1046.354684	-0.181743492	0.821278079	FALSE	FALSE	1225	0.276789945
a4-8-110_01215	237921	240497	"VARS, valS"	613.8797451	616.9715494	565.5429637	577.5734968	533.3416498	570.6647495	12188.69377	-0.09525521	0.11353865	-0.838967265	0.401487679	0.756658786	598.7980861	560.526632	-0.095286689	0.821219118	FALSE	FALSE	1226	0.276435564
a4-8-110_03330	670818	671129	"RP-L21, MRPL21, rplU"	13393.86682	12132.82467	13738.67066	12069.13083	12171.13969	12383.97177	47109.2789	-0.100461285	0.139611304	-0.719578444	0.471784588	0.80502347	13088.45405	12208.08076	-0.100458291	0.820807743	FALSE	FALSE	1227	0.276081471
a4-8-110_09630	1889186	1889389	inference=ab initio prediction:Prodigal:2.6.3	4.518843124	4.935128932	4.066521166	3.609752644	3.967042174	4.272019383	8.337553049	-0.187757027	0.543288352	-0.345593691	0.729648088	NA	4.506831074	3.949604734	-0.190405096	0.817842825	FALSE	FALSE	1228	0.275727667
a4-8-110_10495	2066921	2067469	gene=SsuE	169.8977263	175.7409301	147.671484	139.0510909	139.0560284	158.4530826	1245.781831	-0.176018228	0.195448149	-0.90058785	0.367807497	0.740855472	164.4367135	145.5200673	-0.176314327	0.816989162	FALSE	FALSE	1229	0.275374151
a4-8-110_01960	412994	413707	ABC.CD.A	226.0595287	224.3133603	249.3780902	247.1821096	249.2309988	246.3346242	1551.012935	0.085822942	0.111722751	0.768177843	0.442381535	0.78330267	233.2503264	247.5825775	0.086030695	0.816679342	FALSE	TRUE	1230	0.275020922
a4-8-110_04605	935829	937622	inference=ab initio prediction:Prodigal:2.6.3	67.64113246	70.61580808	56.83485708	58.97136594	58.89384424	51.80196931	1328.60705	-0.201352831	0.164085536	-1.227121145	0.219777061	0.587491225	65.03059921	56.5557265	-0.201445607	0.814824807	FALSE	FALSE	1231	0.274667981
a4-8-110_07605	1546735	1547013	inference=ab initio prediction:Prodigal:2.6.3	202.1508668	215.0053483	172.4554782	157.7768109	181.1284154	174.9231163	2459.120972	-0.198339128	0.223823868	-0.886139307	0.375542464	0.74568144	196.5372311	171.2761142	-0.198478666	0.811434315	FALSE	FALSE	1232	0.274315326
a4-8-110_10545	2079360	2080055	inference=ab initio prediction:Prodigal:2.6.3	192.773281	202.8720889	178.7867064	186.4485647	172.2167485	170.4053625	1052.016791	-0.118535374	0.154979106	-0.764847452	0.444362388	0.785550162	191.4773588	176.3568919	-0.118675854	0.810565628	FALSE	FALSE	1233	0.273962957
a4-8-110_08520	1703897	1704682	gene=Cof	63.6526563	65.1110522	65.2449475	64.74898127	74.81861728	69.95320567	638.305689	0.110459142	0.124155045	0.8896871	0.373633923	0.745120659	64.669552	69.84026807	0.11097248	0.81049972	FALSE	TRUE	1234	0.273610874
a4-8-110_09380	1836169	1836723	inference=ab initio prediction:Prodigal:2.6.3	288.4065577	269.2268445	277.0669743	295.2929424	301.6762834	281.0757834	1998.276492	0.072966293	0.136398011	0.534951294	0.592683537	0.858691109	278.2334588	292.6816697	0.073036474	0.810264939	FALSE	TRUE	1235	0.273259076
a4-8-110_08645	1728207	1728392	"RP-S14, MRPS14, rpsN"	6541.668131	5831.305893	6259.079665	7225.32747	8089.865402	6275.08283	7243.663208	0.212586439	0.288261227	0.737478436	0.460831452	0.80119358	6210.684563	7196.758567	0.212594964	0.809910504	FALSE	TRUE	1236	0.272907563
a4-8-110_00200	46211	46714	gene=YjhB	112.5700552	111.6964598	110.8787167	120.9458128	131.132783	112.0804046	492.5788941	0.119385791	0.14665609	0.81405273	0.415614744	0.765472038	111.7150772	121.3863335	0.119782095	0.809696113	FALSE	TRUE	1237	0.272556334
a4-8-110_03825	771225	772733	gene=NlpD	204.4284447	207.2688742	220.3991265	228.4374589	219.8829738	215.9960178	3020.206859	0.071676296	0.129161884	0.554933804	0.578939939	0.854264538	210.6988151	221.4388168	0.071725938	0.809197818	FALSE	TRUE	1238	0.272205389
a4-8-110_04175	841510	842130	ispD	252.2216997	239.3974621	252.4779228	229.3888331	247.0255655	218.2876202	1048.518339	-0.099242847	0.162431539	-0.610982622	0.541211085	0.843647097	248.0323615	231.5673396	-0.099096577	0.808955134	FALSE	FALSE	1239	0.271854727
a4-8-110_10825	2132196	2132492	"cadC, smtB"	97.06591217	91.52420929	71.86054482	116.257533	91.73618064	107.2359246	373.1533965	0.277323151	0.177172944	1.565268062	0.117520069	0.427075534	86.81688876	105.0765461	0.275393057	0.806032554	FALSE	TRUE	1240	0.271504349
a4-8-110_10470	2061281	2063224	frdA	70.18153888	77.07838716	75.57065933	72.09849572	68.1335412	70.1383115	1584.399228	-0.082999666	0.169065181	-0.490932937	0.62347388	0.873256919	74.27686179	70.12344947	-0.083015896	0.804965553	FALSE	FALSE	1241	0.271154252
a4-8-110_05225	1072644	1073741	wbtD	86.47534764	84.27923735	106.3234684	103.8784677	105.6432725	104.192282	850.1737516	0.178841833	0.168181335	1.063386931	0.287606517	0.667053771	92.35935113	104.5713407	0.179157572	0.802860652	FALSE	TRUE	1242	0.270804438
a4-8-110_10775	2124458	2125243	inference=ab initio prediction:Prodigal:2.6.3	132.8495976	132.0366747	140.2766371	132.4127077	128.0153406	129.5243073	944.5082865	-0.055257265	0.15779434	-0.350185343	0.726199606	0.91468838	135.0543031	129.9841185	-0.055204243	0.8021285	FALSE	FALSE	1243	0.270454905
a4-8-110_04765	974179	975486	gene=COG3464	2.114321095	1.475256432	2.190969702	2.064292797	2.818581443	2.543971509	30.08873023	0.355512252	0.294007683	1.209193748	0.226588419	0.595603844	1.926849076	2.47561525	0.361543539	0.801949129	FALSE	TRUE	1244	0.270105653
a4-8-110_09595	1883723	1884094	ytrA	74.56753741	73.52280791	74.40183446	84.46044897	73.72442176	80.7173633	426.131278	0.103313834	0.144757356	0.713703517	0.475410531	0.806989453	74.16405993	79.63407801	0.102665716	0.799194205	FALSE	TRUE	1245	0.269756682
a4-8-110_10640	2099438	2100625	"E4.3.1.17, sdaA, sdaB, tdcG"	216.6347502	211.0141492	187.713455	194.9793103	178.174067	189.5968492	1988.665429	-0.128559352	0.092356658	-1.391987919	0.163926056	0.512861021	205.1207848	187.5834088	-0.128941455	0.798738445	FALSE	FALSE	1246	0.269407991
a4-8-110_10485	2064660	2065073	gene=RAYT	12.14550721	10.53781154	10.3832912	7.905416419	9.33947771	10.7166336	68.14029749	-0.239314005	0.230802134	-1.036879516	0.299792012	0.678913601	11.02220332	9.320509243	-0.241931958	0.795605042	FALSE	FALSE	1247	0.26905958
a4-8-110_06275	1288413	1289879	"mnhD, mrpD"	30.21971088	31.39710861	30.8447785	30.95479773	33.3444272	32.13346426	451.9269556	0.060529708	0.177323685	0.341351511	0.732838974	0.915737665	30.82053266	32.14422973	0.060667984	0.794915521	FALSE	TRUE	1248	0.268711448
a4-8-110_10355	2039526	2040182	inference=ab initio prediction:Prodigal:2.6.3	56.88977761	59.63468583	57.73818595	59.27979381	61.04132676	67.52947203	525.7413685	0.108526464	0.19227558	0.564431863	0.572460259	0.851801183	58.0875498	62.6168642	0.108322285	0.793381629	FALSE	TRUE	1249	0.268363595
a4-8-110_00335	64968	65052	product=tRNA-Tyr	0.985929409	0	1.774481963	3.850402821	1.057877913	2.796230869	1.490458794	1.463420976	1.439178981	1.016844322	0.309227493	NA	0.920137124	2.568170534	1.480820224	0.790479713	FALSE	TRUE	1250	0.268016021
a4-8-110_02080	440727	441239	"APRT, apt"	882.474087	930.0649708	886.0216738	995.7288054	903.9288378	956.4326905	6258.225035	0.081872387	0.190781092	0.429143087	0.667819098	0.889621396	899.5202439	952.0301112	0.081851455	0.790017479	FALSE	TRUE	1251	0.267668724
a4-8-110_00230	51321	52622	"trmFO, gid"	102.4700212	108.8988128	100.2643639	115.253321	116.2325076	104.1141414	1075.59299	0.106871922	0.193094289	0.553470134	0.579941526	0.854264538	103.8777326	111.8666567	0.106893657	0.789564497	FALSE	TRUE	1252	0.267321705
a4-8-110_08310	1668716	1668979	inference=ab initio prediction:Prodigal:2.6.3	1919.873449	1550.509087	1578.011858	1479.597501	1532.72084	1390.66588	3991.672962	-0.197344588	0.217866941	-0.905803271	0.365039989	0.739457152	1682.798131	1467.661407	-0.197342948	0.789220777	FALSE	FALSE	1253	0.266974963
a4-8-110_07945	1600754	1601746	inference=ab initio prediction:Prodigal:2.6.3	10.2961611	8.871304274	12.98695636	11.78289181	13.22081057	14.68044672	118.4609116	0.301104344	0.197593819	1.523855071	0.127544919	0.442102326	10.71814058	13.2280497	0.303545728	0.78903388	FALSE	TRUE	1254	0.266628497
a4-8-110_09550	1875903	1876226	inference=ab initio prediction:Prodigal:2.6.3	901.1516516	1014.275619	905.218565	865.4344827	829.2587418	905.2365922	4038.573407	-0.11752281	0.245109152	-0.479471324	0.631603364	0.873717781	940.2152785	866.6432722	-0.117552851	0.788620598	FALSE	FALSE	1255	0.266282308
a4-8-110_03695	745928	747001	abgB	37.68839095	40.3862646	40.30585427	41.67236479	46.80174026	40.64601886	567.4616385	0.124871722	0.19177927	0.651122108	0.514967666	0.829962487	39.46016994	43.0400413	0.125282293	0.786538828	FALSE	TRUE	1256	0.265936394
a4-8-110_01440	284728	285762	"FARSA, pheS"	551.2440872	544.8048564	493.0059526	500.6500218	437.2613146	504.9830849	3665.37947	-0.139094454	0.131108909	-1.060907719	0.288731841	0.667862169	529.6849654	480.9648071	-0.139203226	0.785524868	FALSE	FALSE	1257	0.265590756
a4-8-110_08415	1687102	1688076	yrbG	148.0107565	138.1937334	160.654317	151.8095358	174.1212795	168.4478155	1524.684558	0.145645086	0.176119036	0.826969583	0.408254302	0.76198267	148.9529356	164.7928769	0.145797327	0.782884935	FALSE	TRUE	1258	0.265245393
a4-8-110_07765	1567460	1568005	inference=ab initio prediction:Prodigal:2.6.3	0	0.153657861	0.276247192	0.599421685	0.49406386	0.145103555	6.359293752	1.475597656	1.117685071	1.320226684	0.186759345	NA	0.143301684	0.412863033	1.526607682	0.782638887	FALSE	TRUE	1259	0.264900304
a4-8-110_06370	1302535	1303413	inference=ab initio prediction:Prodigal:2.6.3	0.095340159	0.09544618	0.085796909	0	0.102297637	0	0.209853145	-1.436846464	4.162671597	-0.34517411	0.729963481	NA	0.092194416	0.034099212	-1.434940958	0.782315264	FALSE	FALSE	1260	0.264555489
a4-8-110_10430	2054637	2054960	gene=HxlR	240.0312092	264.897615	291.4203249	307.8391113	287.7982983	284.6286854	894.0082209	0.144335542	0.169412291	0.851977982	0.394226313	0.756658786	265.4497164	293.4220317	0.1445386	0.780718708	FALSE	TRUE	1261	0.264210947
a4-8-110_01670	344034	344252	inference=ab initio prediction:Prodigal:2.6.3	2324.699993	2769.756608	2733.897365	2704.578324	2957.493341	3090.920405	9517.759533	0.161059469	0.23064863	0.698289297	0.484996291	0.810039191	2609.451322	2917.664023	0.161067273	0.779741263	FALSE	TRUE	1262	0.263866679
a4-8-110_07020	1436434	1436949	gene=NfnB	53.10834868	48.12707129	52.32314548	72.3069832	50.36195917	64.33317985	461.3380041	0.284834775	0.226687257	1.256509868	0.20893117	0.571648109	51.18618848	62.33404074	0.284265655	0.779026642	FALSE	TRUE	1263	0.263522683
a4-8-110_04315	868382	868714	inference=ab initio prediction:Prodigal:2.6.3	1898.550673	1859.343171	1984.582226	2018.007103	2074.902042	1931.414601	5088.060439	0.069063265	0.104848775	0.658694059	0.510092249	0.82693369	1914.15869	2008.107915	0.069126363	0.776657802	FALSE	TRUE	1264	0.26317896
a4-8-110_06175	1268912	1270234	lysC	128.7148356	124.4823791	127.1745605	137.2342646	135.185283	126.1756028	1497.80499	0.067467393	0.156542492	0.430984535	0.666479615	0.889621396	126.7905917	132.8650501	0.06751396	0.774259578	FALSE	TRUE	1265	0.262835508
a4-8-110_09510	1866795	1868240	"E3.2.1.86B, bglA"	9.099051148	9.051149328	8.292573905	7.695480049	8.705910902	8.054150463	112.4797908	-0.112848101	0.200962625	-0.56153775	0.574431003	0.853528704	8.814258127	8.151847138	-0.112712148	0.773398466	FALSE	FALSE	1266	0.262492328
a4-8-110_07555	1540705	1540977	"K17076, lysY"	423.0106654	350.9545534	387.2985633	366.2466492	346.1740782	333.7381776	940.2644231	-0.150630193	0.111857379	-1.34662723	0.17810032	0.529325461	387.0879274	348.719635	-0.150593714	0.773388962	FALSE	FALSE	1267	0.262149419
a4-8-110_00625	125717	126253	pyrR	194.2941894	164.3572548	162.0660482	204.3240994	199.4306714	180.5834014	1435.727606	0.166362552	0.158226321	1.051421478	0.293065056	0.670644799	173.5724975	194.7793907	0.166302665	0.771844108	FALSE	TRUE	1268	0.26180678
a4-8-110_02540	524014	524622	gene=HipB	64.26349406	77.00908086	59.44077512	59.92149874	57.28869224	56.72047948	553.5194531	-0.205838933	0.145186333	-1.417756954	0.156261736	0.499897504	66.90445001	57.97689015	-0.206624222	0.771053256	FALSE	FALSE	1269	0.261464412
a4-8-110_11370	2241318	2241683	K09706	173.3323164	184.9864312	202.138222	176.384744	166.3267336	173.1727678	655.9246131	-0.119779222	0.130653341	-0.916771212	0.359262541	0.732128534	186.8189899	171.9614151	-0.119556222	0.770916614	FALSE	FALSE	1270	0.261122313
a4-8-110_04460	896064	897029	gene=Cps2a	627.5757083	706.6992237	657.8166288	677.7765234	725.0351351	792.6754882	5768.028162	0.140273287	0.149804769	0.936373974	0.349080673	0.725772247	664.0305203	731.8290489	0.14025713	0.770266071	FALSE	TRUE	1271	0.260780483
a4-8-110_04355	875413	876165	nadE	132.3279624	135.1491284	138.512103	104.8570024	129.684874	129.3086577	794.7752269	-0.158390548	0.117916402	-1.343244411	0.179192845	0.529662386	135.3297313	121.2835114	-0.158095399	0.769410828	FALSE	FALSE	1272	0.260438922
a4-8-110_00670	133523	134038	"trmL, cspR"	159.6498677	139.8286531	141.0386463	163.4835519	162.2386989	151.8508708	836.6112404	0.116561568	0.130088575	0.896016944	0.370243714	0.742505104	146.8390557	159.1910405	0.1165234	0.76859948	FALSE	TRUE	1273	0.26009763
a4-8-110_07290	1478337	1479314	inference=ab initio prediction:Prodigal:2.6.3	6390.954717	6894.925148	7499.213885	7436.17903	7432.895757	7525.711335	79076.03426	0.107609931	0.130467471	0.824802766	0.409483576	0.76234379	6928.364583	7464.928707	0.107613633	0.767593101	FALSE	TRUE	1274	0.259756606
a4-8-110_00460	93594	96752	inference=ab initio prediction:Prodigal:2.6.3	240.4026102	218.5735641	237.2997484	263.3089254	257.4621673	233.0398929	4634.729253	0.114536662	0.267530702	0.4281253	0.668559898	0.889621396	232.0919742	251.2703285	0.114543684	0.767191671	FALSE	TRUE	1275	0.259415849
a4-8-110_01455	287809	288222	"RP-L11, MRPL11, rplK"	13006.8261	13462.66219	12805.69482	13494.9411	13691.23993	13248.62966	70104.60759	0.041979907	0.209102037	0.200762785	0.840884064	0.954114682	13091.7277	13478.27023	0.041979855	0.764291242	FALSE	TRUE	1276	0.259075359
a4-8-110_03215	651739	652944	folC	122.0925602	132.3154717	125.2547374	118.1181305	118.6998667	124.6208531	1520.398014	-0.070881205	0.125648371	-0.564123548	0.572670054	0.851801183	126.5542564	120.4796168	-0.070966945	0.762086848	FALSE	FALSE	1277	0.258735137
a4-8-110_11255	2216335	2216976	ABC.PA.P	17.36126475	14.63627023	17.97284886	16.82302167	20.44901075	20.85558486	256.6836273	0.216763294	0.19893425	1.0896228	0.275879335	0.651535198	16.65679461	19.37587243	0.218150472	0.761979955	FALSE	TRUE	1278	0.25839518
a4-8-110_02345	490111	491838	gene=GGDEF	110.2837358	112.931058	105.3547321	115.4396667	119.8928301	110.5411985	2472.326158	0.0740222	0.111351193	0.664763423	0.506201821	0.824568355	109.5231753	115.2912318	0.074046617	0.758708744	FALSE	TRUE	1279	0.258055489
a4-8-110_03100	632855	634675	"HSP90A, htpG"	270.602701	308.7748379	243.8889522	316.5455065	320.6688793	290.2797823	9587.633431	0.172014633	0.141221368	1.218049613	0.22320512	0.591640941	274.4221637	309.1647227	0.171978704	0.757110568	FALSE	TRUE	1280	0.257716064
a4-8-110_09760	1912572	1913078	inference=ab initio prediction:Prodigal:2.6.3	150.9133171	162.0026643	159.0121337	149.1176714	130.8889181	153.7651216	1082.300874	-0.121422518	0.192261843	-0.631547666	0.527682493	0.837617671	157.3093717	144.5905704	-0.121631153	0.756702914	FALSE	FALSE	1281	0.257376904
a4-8-110_08385	1681852	1682283	"aroQ, qutE"	710.9760627	652.9221273	569.2821562	605.5137237	551.5902776	557.3367106	1994.655185	-0.173175456	0.216312715	-0.800579177	0.423375309	0.76876043	644.3934487	571.4802373	-0.173238218	0.752153878	FALSE	FALSE	1282	0.257038009
a4-8-110_00225	49306	51324	topA	132.2849664	141.0752681	132.7895214	144.3924896	141.2259154	137.5379035	2674.295585	0.05919322	0.125912886	0.470112491	0.63827465	0.874949332	135.383252	141.0521028	0.059178897	0.75029072	FALSE	TRUE	1283	0.256699377
a4-8-110_10360	2040235	2040840	"RP-S4, rpsD"	10574.7925	12383.97312	11628.42042	12307.9937	12777.63773	12206.37831	69910.14394	0.108627436	0.143907958	0.754839676	0.450345184	0.790840489	11529.06201	12430.66991	0.108628906	0.74820791	FALSE	TRUE	1284	0.25636101
a4-8-110_08055	1627044	1627193	inference=ab initio prediction:Prodigal:2.6.3	24.58250659	13.98286531	39.21605139	39.8195825	31.77159999	50.70498643	49.51390696	0.649353534	0.355119655	1.828548562	0.067467265	0.307149938	25.9271411	40.76538964	0.652881671	0.744829574	FALSE	TRUE	1285	0.256022906
a4-8-110_11175	2197717	2199066	K00375	115.6495197	106.5183606	108.7100228	124.6710521	115.7631882	112.560375	1333.212751	0.093377623	0.140530464	0.664465345	0.506392522	0.824568355	110.2926344	117.6648718	0.093347228	0.743582643	FALSE	TRUE	1286	0.255685065
