Geneid	Start	End	gene_names	4GB00A11	4GB00A12	4GB00A13	4GB02A11	4GB02A12	4GB02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M-plus	Log2fold	Obs_log(1/p)	Rank	Exp_log(1/p)	GalNAc_gene	Fold	YmN
a4-15-1_10490	2033126	2033779	"rpe, RPE"	603.4265293	576.8200651	520.9512605	522.2869729	955.2575658	726.9403053	3769.080945	0.373742468	0.182905074	2.043368503	0.041015973	0.119061498	567.0659516	734.8282813	0.373890617	0.587970542	1314	0.265578774	FALSE		TRUE
a4-15-1_08380	1605546	1608605	res	21.74268796	15.98295976	18.66167077	27.79443549	22.19261133	18.72792096	1023.455882	0.287050733	0.222312187	1.291205566	0.196632406	0.359431773	18.79577283	22.90498926	0.28525365	0.587636196	1315	0.265248386	FALSE		TRUE
a4-15-1_02535	458303	459076	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF13349"	31.5254758	41.83104555	33.96162308	31.45900566	29.06554561	33.51161422	234.2647421	-0.191166897	0.378966472	-0.504442771	0.613950269	0.759441863	35.77271481	31.3453885	-0.190606398	0.587411998	1316	0.26491825	FALSE		FALSE
a4-15-1_06830	1302670	1304046	oadA	349.9149238	341.7646097	379.8160154	351.0832368	511.3331893	400.9618495	7128.993408	0.237494322	0.21723949	1.093237339	0.274289607	0.451606253	357.165183	421.1260919	0.237660813	0.585614405	1317	0.264588364	FALSE		TRUE
a4-15-1_02990	551405	552469	livM	7.331671217	6.315732746	5.851328697	7.084360886	11.93947826	7.077498012	67.85683207	0.419168007	0.334560982	1.252889695	0.210245853	0.373375625	6.499577553	8.700445719	0.42074336	0.585456496	1318	0.264258729	FALSE		TRUE
a4-15-1_11265	2189720	2190619	EC_number=2.7.1.-	139.5359593	161.5061319	180.6553407	344.3446636	155.5674656	207.8980347	2111.84591	0.555159828	0.218763021	2.537722448	0.011157643	0.045786119	160.5658106	235.9367213	0.555235246	0.58471544	1319	0.263929343	FALSE		TRUE
a4-15-1_02820	521072	521464	inference=ab initio prediction:Prodigal:2.6.3	478.9080753	531.7301117	544.3156899	315.3138742	439.8156854	536.4613194	1184.044214	-0.267974928	0.208789889	-1.283466981	0.19932852	0.361966216	518.317959	430.530293	-0.26772263	0.583844609	1320	0.263600208	FALSE		FALSE
a4-15-1_09670	1874972	1876018	yqeH	120.2556889	112.0443686	137.976434	206.3580766	132.3910282	132.4436312	1616.140269	0.347910087	0.191661918	1.815228032	0.069488874	0.170685577	123.4254972	157.0642453	0.347714341	0.581068489	1321	0.263271321	FALSE		TRUE
a4-15-1_06650	1270402	1271154	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF02706,similar to AA sequence:Refseq:WP_014355710.1"	2081.676151	1937.922182	1929.160395	1337.631766	2072.030824	1687.863852	10233.13715	-0.22286131	0.161556235	-1.379465851	0.167751168	0.321789344	1982.919576	1699.175481	-0.222791312	0.58082621	1322	0.262942684	FALSE		FALSE
a4-15-1_07700	1473834	1474499	"trkA, ktrA"	172.1972611	200.6202295	171.4856233	156.7122324	179.5945279	161.7754017	764.2814264	-0.129320274	0.142654677	-0.906526704	0.364657137	0.544429934	181.4343713	166.0273873	-0.128026546	0.579866615	1323	0.262614295	FALSE		FALSE
a4-15-1_01585	308483	309325	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR00762,protein motif:Pfam:PF02645,similar to AA sequence:Refseq:WP_022355235.1"	58.08316488	55.7174179	52.014545	46.64844988	80.55680982	107.0328972	480.5829083	0.499192487	0.225722281	2.211533949	0.026998884	0.088346117	55.27170926	78.07938563	0.498400473	0.57853773	1324	0.262286154	FALSE		TRUE
a4-15-1_08660	1670641	1671435	aph3-III	295.2640374	289.2411702	227.7461582	241.2854738	431.4971507	374.506475	2906.267879	0.366663942	0.195758385	1.873043355	0.061062398	0.155683351	270.7504553	349.0963665	0.366661577	0.578400448	1325	0.261958261	FALSE		TRUE
a4-15-1_01730	342620	344143	inference=COORDINATES: profile:RNAmmer:1.2	0.3202194	0.224417969	0.297383205	0.300041531	0.183374352	0.145467334	2.803641794	-0.406783991	1.00470818	-0.404877754	0.685567371	0.811467354	0.280673525	0.209627739	-0.421063351	0.578037448	1326	0.261630615	FALSE		FALSE
a4-15-1_10130	1972429	1973121	pphA	29.81136335	23.68921109	24.85145191	25.56847421	22.98609415	20.63369121	108.2927342	-0.175721963	0.253958888	-0.691930746	0.488980821	0.6635258	26.11734212	23.06275319	-0.179443336	0.577269421	1327	0.261303216	FALSE		FALSE
a4-15-1_10255	1995073	1995972	xerD	64.70708993	70.55601212	76.29068742	114.1888058	73.74705207	76.11432789	717.7427394	0.319472145	0.187190613	1.706667553	0.087883861	0.202343683	70.51792982	88.01672859	0.319787628	0.576187528	1328	0.260976064	FALSE		TRUE
a4-15-1_02980	549956	550663	livF	20.44881286	16.26332933	17.44354113	16.95361788	25.65686914	22.54497124	105.1098488	0.268747984	0.253374834	1.060673547	0.288838286	0.467166594	18.05189444	21.71848609	0.266773295	0.575959532	1329	0.260649158	FALSE		TRUE
a4-15-1_08885	1708785	1710890	rnfD	534.6684769	445.5696234	358.4700363	431.154124	760.1619213	566.2309763	10198.22704	0.392783516	0.212450796	1.848821106	0.064483649	0.162013491	446.2360455	585.8490072	0.392721827	0.574434295	1330	0.260322498	FALSE		TRUE
a4-15-1_09420	1819004	1820329	dapE	86.24286045	89.3291834	100.4859196	128.454432	95.89399959	96.55147466	1351.801615	0.216915802	0.160067138	1.355155118	0.175368141	0.331662595	92.01932115	106.9666354	0.217152149	0.5743695	1331	0.259996083	FALSE		TRUE
a4-15-1_06800	1297308	1298108	nadE	56.45775846	74.72193807	77.940017	58.37100096	64.19613284	59.78217092	695.5391716	-0.200658435	0.207524216	-0.966915761	0.333586147	0.512247596	69.70657118	60.78310157	-0.197624371	0.574362117	1332	0.259669914	FALSE		FALSE
a4-15-1_06285	1197540	1199954	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF00464,protein motif:Pfam:PF12804,similar to AA sequence:Refseq:WP_120146371.1"	256.9737479	248.5435979	263.4353422	488.9309068	263.7246656	291.1374189	8644.075755	0.44099706	0.188406513	2.340667804	0.019249286	0.068319419	256.3175627	347.9309971	0.44086888	0.57366227	1333	0.259343989	FALSE		TRUE
a4-15-1_05180	959803	960120	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_117445859.1"	2.046181825	1.792520886	1.781493728	3.235353492	3.954658204	1.394290674	10.70182096	0.595285499	0.607540837	0.979827961	0.327171047	0.506256352	1.873398813	2.861434123	0.611080337	0.573005926	1334	0.259018309	FALSE		TRUE
a4-15-1_11690	2273159	2273452	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_016319890.1"	5.533042691	4.265468068	5.009996648	2.721805319	0.475276383	5.655413703	16.2404272	-0.674028371	0.515776832	-1.306821729	0.191273263	0.353154152	4.936169136	2.950831802	-0.74227014	0.571966209	1335	0.258692873	FALSE		FALSE
a4-15-1_07450	1423425	1423661	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF13958"	84.42442608	70.71154545	81.75026664	71.86944171	78.41458701	52.38297114	166.9038665	-0.22785996	0.170660827	-1.335162639	0.181823122	0.340224746	78.96207939	67.55566662	-0.225083193	0.571857011	1336	0.258367681	FALSE		FALSE
a4-15-1_05380	1000513	1000914	"ARSC2, arsC"	39.65622538	28.07569281	29.3122192	23.60252075	28.50239561	29.22807838	92.55518741	-0.244512401	0.220994617	-1.106417905	0.268545679	0.445793205	32.3480458	27.11099825	-0.254800324	0.571792701	1337	0.258042732	FALSE		FALSE
a4-15-1_08200	1568221	1569384	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF00999,similar to AA sequence:Refseq:WP_117826338.1"	269.5818187	236.7254825	194.2893387	213.5073884	392.784082	310.7309727	2729.851662	0.388510095	0.193869135	2.003981169	0.045072078	0.125542577	233.5322133	305.6741477	0.388372974	0.570802245	1338	0.257718025	FALSE		TRUE
a4-15-1_09265	1786645	1787085	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_087347083.1"	1.844347564	2.326618946	2.826151956	7.517367071	2.851658297	2.764868921	14.51587863	0.899818579	0.527908538	1.704497111	0.088288255	0.202652149	2.332372822	4.377964763	0.908461926	0.570222384	1339	0.257393562	FALSE		TRUE
a4-15-1_04525	843872	844645	K07124	754.0893811	546.3075632	629.9002763	528.3045223	1206.310409	1002.340974	2624.399592	0.503795653	0.285943177	1.761873317	0.078090704	0.185955893	643.4324069	912.3186351	0.503749186	0.570181923	1340	0.25706934	FALSE		TRUE
a4-15-1_10630	2063126	2064148	recA	1210.09753	1097.361311	919.8254393	948.2737803	1633.339556	1524.757028	9563.429959	0.347598272	0.169653696	2.048869428	0.040474884	0.118435588	1075.761427	1368.790121	0.347543088	0.56955304	1341	0.256745361	FALSE		TRUE
a4-15-1_07965	1531356	1532309	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF00589,similar to AA sequence:Refseq:WP_125119726.1"	4.944939412	3.585041773	3.206688711	7.668986056	5.419346428	3.601917574	41.93052451	0.524021608	0.355369011	1.474584424	0.140324305	0.283108385	3.912223299	5.563416686	0.507982446	0.569436186	1342	0.256421623	FALSE		TRUE
a4-15-1_05840	1102410	1103357	inference=ab initio prediction:Prodigal:2.6.3	67.09339552	93.56051422	78.28424656	77.89875729	65.59114891	59.51547391	547.281481	-0.236167731	0.246476567	-0.958175187	0.337974427	0.517670589	79.6460521	67.66846004	-0.235119295	0.567129881	1343	0.256098126	FALSE		FALSE
a4-15-1_03705	685077	685322	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR00412,protein motif:Pfam:PF13192,similar to AA sequence:Refseq:WP_109604988.1"	99.18991166	126.5169986	122.9752085	138.0154453	134.6191374	117.1544237	260.2137445	0.153131614	0.155235748	0.986445556	0.323914519	0.503473564	116.2273729	129.9296688	0.16078102	0.566834024	1344	0.25577487	FALSE		TRUE
a4-15-1_04660	868094	868645	inference=ab initio prediction:Prodigal:2.6.3	17.6816799	10.94606776	19.29435164	10.56178803	10.12545337	15.46222891	138.0626094	-0.39222005	0.242676796	-1.61622395	0.106045902	0.233011769	15.9740331	12.04982344	-0.406716601	0.566811826	1345	0.255451854	FALSE		FALSE
a4-15-1_08250	1575853	1576869	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_118331246.1"	1021.13527	1067.851752	1443.527026	1876.825274	1169.373377	1427.920225	11713.43644	0.340877871	0.209631334	1.626082629	0.103932079	0.229829675	1177.504683	1491.372959	0.340908291	0.566565686	1346	0.255129079	FALSE		TRUE
a4-15-1_11480	2232709	2233971	galK	84.74886577	102.0893867	100.0260065	133.2326936	100.2347731	100.3144118	953.3033562	0.217826368	0.167818373	1.297988796	0.194291185	0.356298781	95.62141966	111.2606262	0.2185374	0.566183028	1347	0.254806543	FALSE		TRUE
a4-15-1_09305	1796090	1796839	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_031551717.1"	3.470324376	1.520057712	1.963918686	2.286316468	1.117850052	0.591179246	19.19691422	-0.756157729	0.512590643	-1.47516881	0.140167165	0.2830276	2.318100258	1.331781922	-0.799585103	0.566067348	1348	0.254484247	FALSE		FALSE
a4-15-1_02445	442821	443696	YitT	195.7257006	270.9554928	234.3664818	314.2380168	258.2476077	244.7218881	1792.940528	0.220429324	0.173431284	1.270989403	0.203732419	0.366384863	233.6825584	272.4025042	0.221189908	0.56568953	1349	0.254162189	FALSE		TRUE
a4-15-1_11490	2234422	2234592	inference=ab initio prediction:Prodigal:2.6.3	12.36683577	16.00060749	19.21512885	8.690676632	6.537134809	17.50201714	14.67435847	-0.533963492	0.479729897	-1.113050272	0.265686839	0.442262459	15.86085737	10.90994286	-0.539827213	0.564661783	1350	0.25384037	FALSE		FALSE
a4-15-1_10670	2076081	2077049	inference=ab initio prediction:Prodigal:2.6.3	428.9221546	457.8997379	470.0496022	822.7436041	470.6737063	497.263193	5430.066395	0.400272012	0.186648038	2.144528362	0.031990575	0.100157022	452.2904982	596.8935011	0.400223858	0.564051088	1351	0.25351879	FALSE		TRUE
a4-15-1_10535	2042725	2043930	sufS	296.7472647	283.3092638	321.6828158	749.1193634	301.1289683	379.2297214	6829.455521	0.664852623	0.245315079	2.710198757	0.00672429	0.0304927	300.5797814	476.4926844	0.664706095	0.563434712	1352	0.253197447	FALSE		TRUE
a4-15-1_01230	243040	243273	inference=ab initio prediction:Prodigal:2.6.3	148.767912	82.33645938	157.3652793	111.8731776	100.9170186	77.68701627	446.2706669	-0.417204836	0.220233848	-1.894372001	0.05817565	0.150546624	129.4898836	96.82573749	-0.419376902	0.562916522	1353	0.252876342	FALSE		FALSE
a4-15-1_11765	2291764	2293080	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF08245,protein motif:Pfam:PF08353,similar to AA sequence:Refseq:WP_077533246.1"	108.5711534	113.1386919	129.5628851	121.1730368	76.39066417	98.89459193	1623.217004	-0.244481584	0.222058887	-1.100976351	0.27090695	0.447867372	117.0909101	98.81943097	-0.244762429	0.562744466	1354	0.252555474	FALSE		FALSE
a4-15-1_05410	1006218	1007084	RbsK	23.82845998	22.09080411	20.6480671	21.75560653	24.98078981	32.98534719	185.1229415	0.264865351	0.20096646	1.317957989	0.187517712	0.34890709	22.1891104	26.57391451	0.260158933	0.562086418	1355	0.252234844	FALSE		TRUE
a4-15-1_06245	1188995	1189753	WecG	94.73093961	89.22077873	99.86786265	177.1217501	96.46795577	107.0490087	1235.091053	0.424346629	0.207809821	2.041995067	0.041152021	0.119119083	94.606527	126.8795715	0.423448179	0.561893171	1356	0.251914449	FALSE		TRUE
a4-15-1_03460	634713	636152	gltD	4.518651531	3.562635262	3.934131984	8.81184472	3.105139034	6.466023	205.3661403	0.63444525	0.280601482	2.261018886	0.023758088	0.080200136	4.005139592	6.127668918	0.613485824	0.560852956	1357	0.251594291	FALSE		TRUE
a4-15-1_01170	229526	230932	"E3.2.1.86B, bglA"	76.88451859	72.68079783	76.17955868	69.06073197	77.16502227	58.61372053	884.9571014	-0.140847616	0.174432894	-0.807460181	0.419401407	0.596641083	75.2482917	68.27982492	-0.140199471	0.559517235	1358	0.251274369	FALSE		FALSE
a4-15-1_05295	982081	983928	licR	3.433001488	2.467626155	2.942935094	4.082707978	2.722037465	4.018771252	53.26435684	0.309661626	0.294379559	1.051912799	0.292839559	0.471233831	2.947854246	3.607838898	0.291469725	0.559051908	1359	0.250954682	FALSE		TRUE
a4-15-1_05590	1047183	1048271	ord	5569.966225	6573.412106	4768.402061	5231.759708	8006.896117	7430.353609	42937.00018	0.289433792	0.238866874	1.211694979	0.225629162	0.392052972	5637.260131	6889.669811	0.289440701	0.558982636	1360	0.25063523	FALSE		TRUE
a4-15-1_07645	1465368	1465673	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF05437,similar to AA sequence:Refseq:WP_109214901.1"	225.4009705	223.5378988	168.843688	183.8019121	281.7457036	322.0333024	407.0322315	0.350870603	0.274225973	1.279494421	0.200723003	0.363406365	205.9275191	262.5269727	0.350329019	0.557086087	1361	0.250316014	FALSE		TRUE
a4-15-1_07290	1393800	1394297	"PTS-Bgl-EIIC, bglF, bglP"	1563.017897	1674.123802	1614.90904	1197.331998	1450.062518	1673.598173	4335.836602	-0.167267608	0.166267143	-1.006017213	0.31440729	0.493896106	1617.350246	1440.330896	-0.167231847	0.55528873	1362	0.249997031	FALSE		FALSE
a4-15-1_11730	2285176	2285859	"rnc, DROSHA, RNT1"	440.2117886	443.6835119	446.089155	428.0158241	578.3321451	487.9497557	2435.050192	0.167442334	0.120352655	1.391264145	0.164145342	0.316642137	443.3281518	498.0992416	0.168058236	0.555104101	1363	0.249678283	FALSE		TRUE
a4-15-1_05005	930356	930562	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_117445890.1"	1.57170488	2.202982191	1.64207248	0	2.025090675	1.070976894	4.122225868	-0.886925054	0.978134677	-0.906751467	0.36453824	0.544429934	1.805586517	1.032022523	-0.806993094	0.554509798	1364	0.249359768	FALSE		FALSE
a4-15-1_10940	2115979	2117514	ABC.SS.A	189.8892702	178.1317631	167.0776677	164.9988154	226.8813501	221.33139	3255.490018	0.196643267	0.194898388	1.00895276	0.31299729	0.492522429	178.3662337	204.4038518	0.196579857	0.553534568	1365	0.249041487	FALSE		TRUE
a4-15-1_07155	1363255	1364517	pdgA	440.8744188	476.4171379	519.3278492	678.3824991	477.3874679	523.7763864	5950.903551	0.22535638	0.163086842	1.381818287	0.167027503	0.320655658	478.8731353	559.8487845	0.225393704	0.552967899	1366	0.248723439	FALSE		TRUE
a4-15-1_11805	2297675	2298631	comGA	2.379728706	5.479831876	6.15648491	6.928231721	5.986396571	5.675506082	61.81014701	0.37357004	0.299365211	1.247873923	0.212077232	0.375169871	4.672015164	6.196711458	0.407457836	0.552464593	1367	0.248405624	FALSE		TRUE
a4-15-1_08880	1707489	1708772	rnfC	607.7375158	519.8561859	457.0946619	497.4162814	864.940831	652.6453122	7587.727031	0.346622121	0.197593839	1.754215222	0.079393636	0.188316406	528.2294545	671.6674749	0.346582419	0.551596861	1368	0.248088041	FALSE		TRUE
a4-15-1_11115	2160278	2161660	"NARS, asnS"	233.9504875	279.1168878	254.5426063	378.4903509	266.5300468	268.7396978	3943.041243	0.251279052	0.144970845	1.733307494	0.083041029	0.194298323	255.8699939	304.5866985	0.251441969	0.550092129	1369	0.247770691	FALSE		TRUE
a4-15-1_07775	1490329	1493970	SalY	81.91637801	87.83529528	95.60135158	134.8123178	86.40164463	99.88932684	2870.407608	0.275141964	0.163405001	1.683803814	0.09221959	0.209684618	88.45100829	107.0344298	0.275124449	0.549783227	1370	0.247453572	FALSE		TRUE
a4-15-1_00740	151838	152038	inference=ab initio prediction:Prodigal:2.6.3	179.6669803	144.0651712	171.363743	187.1139597	71.60357922	101.4710646	472.8631192	-0.45395628	0.264059045	-1.719146866	0.085587633	0.198527168	165.0319648	120.0628678	-0.458955452	0.548898789	1371	0.247136684	FALSE		FALSE
a4-15-1_05585	1046565	1047062	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF12822,similar to AA sequence:Refseq:WP_045088348.1"	43.11773509	45.32702213	44.8206651	30.53012954	43.49065214	43.18101418	210.3346201	-0.188961607	0.185125336	-1.020722561	0.307385902	0.487821225	44.42180744	39.06726529	-0.185307824	0.548118403	1372	0.246820027	FALSE		FALSE
a4-15-1_07875	1511003	1512115	apbE	318.9120531	334.0234635	355.8915471	352.6021758	285.6142036	263.1225686	2966.220747	-0.162712386	0.128837953	-1.262922788	0.206616929	0.369100809	336.2756879	300.446316	-0.162537246	0.547641286	1373	0.246503602	FALSE		FALSE
a4-15-1_12265	34970	38140	hsdR	62.99607281	51.48350622	54.91854706	107.9349023	60.28141247	60.92865571	3995.651496	0.436704488	0.197893941	2.206760271	0.027330812	0.088788404	56.46604203	76.38165683	0.435842705	0.545403605	1374	0.246187406	FALSE		TRUE
a4-15-1_08450	1625819	1628443	ppdK	2225.345506	1953.013578	1596.557984	1111.585292	2003.666372	1489.771699	27220.73013	-0.326597581	0.220283771	-1.482622071	0.13817485	0.280645892	1924.972356	1535.007788	-0.326591753	0.54520074	1375	0.245871441	FALSE		FALSE
a4-15-1_11845	2302867	2304096	NlpD	24.46684488	23.07892501	24.96350675	25.5584158	19.88046333	19.64589567	954.2705567	-0.155066199	0.270734768	-0.572760568	0.566806821	0.724469639	24.16975888	21.69492493	-0.155845487	0.54303985	1376	0.245555705	FALSE		FALSE
a4-15-1_11680	2271885	2272526	ABC.PA.P	18.49691001	15.44918469	11.8244565	12.64240414	13.4942958	12.43133928	210.7005072	-0.239248714	0.27817218	-0.860074197	0.389748144	0.564084589	15.2568504	12.85601307	-0.247013864	0.542259819	1377	0.245240199	FALSE		FALSE
a4-15-1_02770	504001	504177	inference=ab initio prediction:Prodigal:2.6.3	38.6000063	50.88328781	36.48740714	52.95987298	41.84043275	106.4623642	66.74123771	0.678801641	0.352756655	1.924277352	0.054319828	0.144275851	41.99023375	67.08755664	0.675991382	0.542213721	1378	0.244924921	FALSE		TRUE
a4-15-1_06350	1213110	1213604	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF04892,similar to AA sequence:Refseq:WP_087189277.1"	87.4153678	81.76067995	81.02881293	74.59396153	105.0101564	122.0426852	746.5485366	0.270721594	0.181793066	1.489174476	0.13644143	0.278294461	83.40162023	100.5489344	0.269750476	0.539790311	1379	0.244609873	FALSE		TRUE
a4-15-1_07435	1419692	1420582	hslO	447.3008586	454.3539507	409.0861444	470.6065547	633.1033476	435.6712371	4187.246475	0.231745071	0.182150665	1.272271343	0.203276727	0.365837564	436.9136512	513.1270465	0.231967888	0.538748512	1380	0.244295052	FALSE		TRUE
a4-15-1_03740	689325	689531	inference=ab initio prediction:Prodigal:2.6.3	54.22381837	62.78499244	59.11460928	35.89627305	45.22702507	63.72312522	70.20968716	-0.282416824	0.251419481	-1.123289343	0.261314629	0.437091666	58.7078067	48.28214111	-0.282062704	0.538464932	1381	0.24398046	FALSE		FALSE
a4-15-1_08950	1718218	1718808	inference=ab initio prediction:Prodigal:2.6.3	1085.577359	1046.293531	1355.22659	2377.034101	1172.938687	1352.660127	12353.03982	0.491560085	0.209207968	2.349624104	0.018792378	0.067365989	1162.365827	1634.210972	0.491530049	0.537387255	1382	0.243666096	FALSE		TRUE
a4-15-1_05795	1091491	1092921	RfbX	212.6892331	243.304835	224.6265648	227.0339414	287.0788919	240.5151412	2083.834104	0.148044112	0.122824463	1.205330834	0.228075611	0.394884493	226.8735443	251.5426582	0.148914696	0.537365286	1383	0.243351959	FALSE		TRUE
a4-15-1_04370	816312	816617	"PTS-Cel-EIIA, celC, chbA"	5.316060625	8.196389622	5.924339928	5.603716833	11.41595233	9.418296807	13.00610788	0.419817762	0.428422982	0.979914196	0.327128475	0.506256352	6.478930058	8.812655323	0.443821197	0.537036551	1384	0.243038049	FALSE		TRUE
a4-15-1_10195	1985224	1985514	inference=ab initio prediction:Prodigal:2.6.3	1541.18626	1738.66395	1653.211487	2177.893213	1678.695783	1704.592219	2542.162735	0.172870495	0.208576423	0.828811292	0.407211198	0.583765993	1644.353899	1853.727072	0.172908018	0.53687826	1385	0.242724365	FALSE		TRUE
a4-15-1_10200	1985523	1987109	UshA	493.5495	538.8446548	562.5883106	906.4589298	488.4870897	649.1516907	6027.215479	0.35795336	0.228251328	1.568242183	0.116824623	0.249659695	531.6608218	681.3659034	0.357923597	0.534899428	1386	0.242410909	FALSE		TRUE
a4-15-1_07770	1489140	1490351	ABC.CD.A	116.6348965	129.9009715	130.8780541	104.0349449	128.7787241	113.4983669	902.4828093	-0.125775423	0.132201147	-0.951394341	0.341404232	0.520099387	125.8046407	115.4373453	-0.124075114	0.534762775	1387	0.242097678	FALSE		FALSE
a4-15-1_00295	60831	62774	frdA	111.3763924	121.3348536	106.9501065	76.03413562	117.5208871	99.72728596	1232.804091	-0.212773296	0.143801327	-1.479633748	0.138971015	0.281317373	113.2204508	97.76076956	-0.211807026	0.534716241	1388	0.241784673	FALSE		FALSE
a4-15-1_05400	1004130	1004924	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_027207029.1"	6.138545476	6.166271849	6.840935917	9.777957221	5.624402779	8.226314976	88.11023518	0.311225598	0.27374032	1.136937364	0.255564471	0.429853393	6.381917747	7.876224992	0.303514309	0.534119473	1389	0.241471893	FALSE		TRUE
a4-15-1_04440	827424	828485	InsA	7.199207524	5.474784131	5.974546199	6.78144715	7.104979146	6.679991477	54.04817046	0.151059402	0.253099777	0.596837356	0.550615975	0.710903237	6.216179285	6.855472591	0.141228009	0.533648759	1390	0.241159339	FALSE		TRUE
a4-15-1_06485	1241406	1241837	DnaC	207.4814161	210.5913288	172.5772563	134.9561804	185.0145341	191.9279843	593.7744929	-0.206331167	0.226080694	-0.912643903	0.361429856	0.541823645	196.8833337	170.6328996	-0.206445153	0.53326554	1391	0.240847009	FALSE		FALSE
a4-15-1_08470	1631257	1631910	inference=ab initio prediction:Prodigal:2.6.3	243.0122502	206.0445201	270.9570241	277.2246115	119.6475591	122.710371	2682.995381	-0.470020018	0.25477803	-1.844821617	0.065063492	0.163131182	240.0045981	173.1941805	-0.470671591	0.532176206	1392	0.240534904	FALSE		FALSE
a4-15-1_07215	1375094	1375282	inference=ab initio prediction:Prodigal:2.6.3	74.01981556	90.47962569	90.52250355	50.80703262	62.10278069	92.66500082	82.8992867	-0.312161568	0.253957754	-1.229186991	0.219001705	0.384127084	85.00731493	68.52493804	-0.310957873	0.53172287	1393	0.240223022	FALSE		FALSE
a4-15-1_02275	415409	416179	E2.7.6.5X	164.7813313	191.7816004	217.2008245	198.532928	137.3752172	151.3890432	998.7482472	-0.236207972	0.143023533	-1.651532215	0.098629948	0.219712981	191.2545854	162.4323961	-0.23565494	0.531214007	1394	0.239911365	FALSE		FALSE
a4-15-1_00235	47748	48695	BaeS	54.39541274	56.04010234	67.04956079	64.87543564	34.19583494	42.21038523	429.6422374	-0.328159101	0.226743656	-1.447269165	0.147821552	0.294789348	59.16169196	47.09388527	-0.329123562	0.531100124	1395	0.239599931	FALSE		FALSE
a4-15-1_04020	740103	741215	dnaN	173.1946759	158.9709952	204.51548	187.8559218	142.2421506	117.9171541	2242.31735	-0.260611041	0.197040622	-1.322625955	0.185959798	0.347077091	178.893717	149.3384088	-0.260517454	0.530944662	1396	0.239288721	FALSE		FALSE
a4-15-1_02805	519090	519977	FabG	4.030148663	3.209581317	3.189836743	3.347084919	4.091230484	4.868241255	30.71749515	0.249641603	0.395774931	0.630766588	0.528193153	0.694204922	3.476522241	4.102185553	0.238747931	0.530829837	1397	0.238977733	FALSE		TRUE
a4-15-1_12320	49204	50292	inference=ab initio prediction:Prodigal:2.6.3	110.9870442	53.70451833	80.11323312	120.5092427	100.9811744	90.89584477	1798.132472	0.354205375	0.230042859	1.539736448	0.123624609	0.259826677	81.60159855	104.128754	0.351699188	0.530690633	1398	0.238666967	FALSE		TRUE
a4-15-1_07165	1365528	1366922	"CARP, pepA"	95.85371764	97.1692806	106.4804548	107.5142368	99.96544375	106.9525893	1348.669806	0.069754374	0.092252561	0.756123986	0.449574862	0.627742601	99.83448435	104.8107566	0.070176651	0.530243104	1399	0.238356424	FALSE		TRUE
a4-15-1_09070	1738040	1739527	RecJ	37.93480842	41.8322334	46.98115033	45.32683858	44.41726099	46.78182539	844.6683494	0.105733076	0.175720024	0.601713299	0.547364996	0.708993138	42.24939738	45.50864165	0.107209761	0.529835412	1400	0.238046103	FALSE		TRUE
a4-15-1_09055	1735613	1735801	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_022780526.1"	0	1.206395009	1.798460335	1.814536879	2.217956453	1.172974694	4.505603104	0.646017461	0.960473906	0.672602823	0.501200005	0.673291613	1.001618448	1.735156009	0.792732343	0.529069563	1401	0.237736004	FALSE		TRUE
a4-15-1_02260	413596	414381	Cof	113.0007818	99.06482987	123.1052964	115.3339032	134.7535527	118.3204645	794.754499	0.135734242	0.146322155	0.927639715	0.353594489	0.532816634	111.723636	122.8026401	0.136407146	0.528983575	1402	0.237426125	FALSE		TRUE
a4-15-1_05705	1067981	1069147	CpdA	370.924372	417.9181806	433.3087352	363.22457	523.8425427	573.2273053	2828.389102	0.256456908	0.142411122	1.800820779	0.071731133	0.174772326	407.3837626	486.764806	0.256836383	0.528549057	1403	0.237116468	FALSE		TRUE
